yr,mo,period,Treatment_Number,plot,stake,east,north,species,sex,reprod,vagiNAO,nipples,pregNAOnt,wgt,tag,note2,ltag,note3,note5
2004,12,319,1,14,24,681323.417,3535074.224,DM,F,,S,,,38,413023,*,0,,
2006,4,335,1,14,24,681323.417,3535074.224,DM,M,,,,,45,286D7D,,0,,
2007,7,350,1,14,24,681323.417,3535074.224,PP,M,,,,,18,3C0219,*,,,
2007,2,345,1,14,24,681323.417,3535074.224,PP,M,,,,,19,4F5E1E,,,,
2007,5,348,1,14,24,681323.417,3535074.224,PP,M,,,,,23,5E5208,,,,
2006,11,342,1,14,24,681323.417,3535074.224,PP,F,,,,,16,26417A,,0,,
2007,2,345,1,14,24,681323.417,3535074.224,DM,F,,B,,,44,3A6A2D,,,,
2007,3,346,1,14,24,681323.417,3535074.224,DM,M,,,,,48,44740E,,,,
2007,4,347,1,14,24,681323.417,3535074.224,PB,M,,,,,45,624141,,,,
2003,3,297,1,14,24,681323.417,3535074.224,PP,M,,,,,17,0E5A20,,0,,
2003,8,303,1,14,24,681323.417,3535074.224,PF,M,,,,,8,30523,,0,,
1988,8,125,1,14,24,681323.417,3535074.224,DM,F,,,E,,46,7739,,0,,
1991,1,155,1,14,24,681323.417,3535074.224,DM,M,,,,,43,7443,,0,,
1995,2,204,1,14,24,681323.417,3535074.224,DM,M,,,,,52,1458BF,,0,,
1993,10,188,1,14,24,681323.417,3535074.224,DM,M,,,,,33,0D8233,,0,,
1990,10,152,1,14,24,681323.417,3535074.224,DM,M,,,,,48,1034,,0,,
2008,3,358,1,14,24,681323.417,3535074.224,DM,M,,,,,40,22711F,,,,
2007,11,354,1,14,24,681323.417,3535074.224,PB,F,,,,,29,0B0740,,,,
2008,6,361,1,14,24,681323.417,3535074.224,DM,F,J,,,,25,3E354B,*,,,
2008,6,362,1,14,24,681323.417,3535074.224,DM,M,,,,,42,22711F,,,,
2009,5,373,1,14,24,681323.417,3535074.224,DM,F,,,E,,47,452521,,,,
2002,10,292,1,14,24,681323.417,3535074.224,DM,M,,,,,52,184108,,0,,
2000,8,268,1,14,24,681323.417,3535074.224,OT,M,,,,,22,79181B,*,0,,
2000,7,266,1,14,24,681323.417,3535074.224,DM,F,J,,,,29,671,*,0,,
2001,3,274,1,14,24,681323.417,3535074.224,DM,M,,,,,54,0002DM,,0,,
2001,10,281,1,14,24,681323.417,3535074.224,DM,F,,,,,45,8002DM,,0,,
2000,6,265,1,14,24,681323.417,3535074.224,DM,M,J,,,,24,3A7C13,*,0,,
2001,9,280,1,14,24,681323.417,3535074.224,DM,F,,,E,,39,671,,0,,
1997,3,229,1,14,24,681323.417,3535074.224,PF,M,,,,,8,F9E116,*,0,,
1995,7,210,1,14,24,681323.417,3535074.224,DM,F,,S,,,47,1EA3D7,,0,,
1999,10,258,1,14,24,681323.417,3535074.224,DM,M,,,,,34,575,*,0,,
1997,7,234,1,14,24,681323.417,3535074.224,DM,M,,,,,38,1D59A9,,0,,
1982,11,63,1,14,24,681323.417,3535074.224,RM,M,,,,,10,8601,,0,,
1981,7,47,1,14,24,681323.417,3535074.224,DM,M,,,,,49,2742,,0,,
1983,5,68,1,14,24,681323.417,3535074.224,DM,M,,,,,46,4910,,0,,
2012,6,406,1,14,23,681317.212,3535073.765,DM,M,,,,,41,000460,,000225,,
2010,9,387,1,14,23,681317.212,3535073.765,PP,M,,,,,21,1D6060,*,,,
2012,8,408,1,14,23,681317.212,3535073.765,PP,F,,,,,16,,,,,
2011,1,389,1,14,23,681317.212,3535073.765,DM,F,,,,,39,000112,*,000064,*,
2012,10,410,1,14,23,681317.212,3535073.765,PP,M,,,,,16,00641C,*,,,
2005,10,328,1,14,23,681317.212,3535073.765,PP,F,,,,,12,0F2C2B,*,0,,
2006,4,335,1,14,23,681317.212,3535073.765,DM,M,,,,,42,76301F,*,0,,
2005,5,323,1,14,23,681317.212,3535073.765,DM,M,,,,,51,2F4E72,,0,,
2004,12,319,1,14,23,681317.212,3535073.765,DM,M,,,,,49,3C537F,*,0,,
2006,11,342,1,14,23,681317.212,3535073.765,DM,F,,S,,,41,3A6A2D,,0,,
2007,9,352,1,14,23,681317.212,3535073.765,PB,F,,,,,34,644345,,,,
2006,12,343,1,14,23,681317.212,3535073.765,PB,F,,,,,33,23512E,,0,,
2007,10,353,1,14,23,681317.212,3535073.765,DM,M,,,,,41,240C61,*,,,
2007,4,347,1,14,23,681317.212,3535073.765,PB,F,,,,,23,644345,*,,,
2007,7,350,1,14,23,681317.212,3535073.765,DM,F,,,,,33,3A6A2D,,,,
2003,5,299,1,14,23,681317.212,3535073.765,OT,F,,,E,P,34,571242,,0,,
2003,5,300,1,14,23,681317.212,3535073.765,DM,M,,,,,46,217B69,*,0,,
2003,7,302,1,14,23,681317.212,3535073.765,PF,M,,,,,8,30523,,0,,
2002,11,293,1,14,23,681317.212,3535073.765,DM,F,,,E,,44,7E5700,,0,,
1989,3,132,1,14,23,681317.212,3535073.765,DM,M,,,,,49,7322,,0,,
1988,11,128,1,14,23,681317.212,3535073.765,OL,M,,,,,40,7259,,0,,
1990,6,148,1,14,23,681317.212,3535073.765,DM,M,J,,,,18,1285,,0,,
1994,4,194,1,14,23,681317.212,3535073.765,DM,M,,,,,46,1EA0BA,,0,,
1991,8,162,1,14,23,681317.212,3535073.765,OT,F,,,E,,24,1920,,0,,
1991,1,155,1,14,23,681317.212,3535073.765,DM,F,,,,,40,8961,,0,,
1993,12,190,1,14,23,681317.212,3535073.765,DM,M,,,,,44,0D8233,,0,,
1990,12,154,1,14,23,681317.212,3535073.765,DM,M,,,,,51,8973,,0,,
1991,10,164,1,14,23,681317.212,3535073.765,DM,F,,S,,,43,1983,,1983,,
2008,12,368,1,14,23,681317.212,3535073.765,DM,F,,,,,41,452521,,,,
2008,8,364,1,14,23,681317.212,3535073.765,DM,F,,,E,,45,224272,,,,
2008,5,360,1,14,23,681317.212,3535073.765,DM,M,,,,,55,121255,,,,
2008,6,361,1,14,23,681317.212,3535073.765,DM,M,,,,,44,22711F,,,,
2000,12,271,1,14,23,681317.212,3535073.765,DM,F,,,,,,,,0,,E
2001,4,275,1,14,23,681317.212,3535073.765,DM,F,,,B,,46,8002DM,,0,,
2000,7,266,1,14,23,681317.212,3535073.765,PP,M,,,,,12,8354PP,*,0,,
2002,10,292,1,14,23,681317.212,3535073.765,DM,F,,,B,,44,7E5700,*,0,,
2002,3,286,1,14,23,681317.212,3535073.765,DM,F,,,,,48,8012DM,,0,,
2001,8,279,1,14,23,681317.212,3535073.765,PP,F,,,,,13,7331PP,*,0,,
2000,8,268,1,14,23,681317.212,3535073.765,DM,M,J,,,,25,12494C,*,0,,
1995,12,214,1,14,23,681317.212,3535073.765,DM,M,,,,,51,1F4110,,0,,
1995,10,213,1,14,23,681317.212,3535073.765,DM,M,,,,,44,1F4110,,0,,
1996,2,217,1,14,23,681317.212,3535073.765,PF,M,,,,,10,1E94F1,,0,,
1998,7,245,1,14,23,681317.212,3535073.765,DM,F,,,E,,44,6012DM,,0,,
1982,8,61,1,14,23,681317.212,3535073.765,DM,M,,,,,55,3417,,0,,
1978,9,15,1,14,23,681317.212,3535073.765,DM,M,,,,,47,4380,,0,,
1986,6,100,1,14,23,681317.212,3535073.765,DM,F,,,,,41,6375,,0,,
1986,8,102,1,14,23,681317.212,3535073.765,DM,F,,,,,41,6375,,0,,
1984,10,84,1,14,23,681317.212,3535073.765,DM,F,,,,,41,5396,,0,,
1985,8,92,1,14,23,681317.212,3535073.765,DM,M,,,,,49,5703,,5703,,
1983,5,68,1,14,23,681317.212,3535073.765,RM,M,,,,,8,8712,,0,,
1986,3,97,1,14,23,681317.212,3535073.765,DM,F,,S,,,39,6375,,0,,
2012,7,407,1,14,22,681311.094,3535073.516,PP,M,,,,,16,,,,,
2011,8,396,1,14,22,681311.094,3535073.516,PP,M,,,,,24,1D6060,,,,
2009,8,376,1,14,22,681311.094,3535073.516,DM,M,,,,,39,25075D,,,,
2011,10,398,1,14,22,681311.094,3535073.516,PP,M,,,,,17,08155E,,,,
2012,5,405,1,14,22,681311.094,3535073.516,PP,M,,,,,12,1B483F,*,,,
2012,9,409,1,14,22,681311.094,3535073.516,PP,M,,,,,15,,,,,
2009,9,377,1,14,22,681311.094,3535073.516,DM,M,,,,,40,25075D,,,,
2009,6,374,1,14,22,681311.094,3535073.516,DM,M,,,,,34,25075D,,,,
2012,11,411,1,14,22,681311.094,3535073.516,DM,F,,,,,25,001051,*,001050,*,
2012,10,410,1,14,22,681311.094,3535073.516,DM,F,,,B,,41,000692,,000578,,
2005,3,321,1,14,22,681311.094,3535073.516,DM,M,,,,,54,3C537F,,0,,
2006,1,331,1,14,22,681311.094,3535073.516,DM,M,,,,,46,286D7D,,,,
2006,4,335,1,14,22,681311.094,3535073.516,PP,F,,,E,,18,1A4561,,0,,
2006,3,334,1,14,22,681311.094,3535073.516,OT,F,,,,,19,585242,,0,,
2005,7,325,1,14,22,681311.094,3535073.516,PP,M,,,,,12,7D2F17,*,0,,
2006,5,336,1,14,22,681311.094,3535073.516,PP,F,,,E,,18,1A4561,,0,,
2007,9,352,1,14,22,681311.094,3535073.516,DM,F,,,,,42,3A6A2D,,,,
2007,7,350,1,14,22,681311.094,3535073.516,PP,F,,,,,17,066231,*,,,
2007,3,346,1,14,22,681311.094,3535073.516,PP,F,,,,,16,045E3F,,,,
2007,10,353,1,14,22,681311.094,3535073.516,PB,F,,,,,28,0B0740,,,,
2004,2,309,1,14,22,681311.094,3535073.516,DM,M,,,,,44,46193A,*,0,,
2004,4,311,1,14,22,681311.094,3535073.516,DM,M,,,,,45,505E49,*,0,,
2003,5,300,1,14,22,681311.094,3535073.516,PF,M,,,,,8,30523,,0,,
1990,1,142,1,14,22,681311.094,3535073.516,DO,M,,,,,52,8976,,0,,
1989,5,134,1,14,22,681311.094,3535073.516,DM,M,,,,,50,7322,,0,,
1987,10,116,1,14,22,681311.094,3535073.516,PE,M,,,,,21,7200,,7200,,
1989,4,133,1,14,22,681311.094,3535073.516,DM,M,,,,,,7322,,0,,
1990,1,143,1,14,22,681311.094,3535073.516,DM,M,,,,,52,7322,,0,,
1989,9,138,1,14,22,681311.094,3535073.516,DM,M,,,,,50,7322,,0,,
1988,8,125,1,14,22,681311.094,3535073.516,DM,F,J,,,,27,8533,,0,,
1988,3,120,1,14,22,681311.094,3535073.516,RM,M,,,,,10,7772,,0,,
1990,12,154,1,14,22,681311.094,3535073.516,DM,M,,,,,40,1418,,0,,
1993,10,188,1,14,22,681311.094,3535073.516,DM,M,,,,,42,1EA0BA,,0,,
1995,4,207,1,14,22,681311.094,3535073.516,DM,F,,S,B,,49,145BB2,,0,,
2008,2,357,1,14,22,681311.094,3535073.516,DM,F,,,,,40,3A6A2D,,,,
2009,1,369,1,14,22,681311.094,3535073.516,DM,F,,,E,,48,452521,,,,
2008,3,358,1,14,22,681311.094,3535073.516,DM,F,,,,,37,3A6A2D,,,,
2001,7,278,1,14,22,681311.094,3535073.516,DM,F,,,E,,54,8012DM,,0,,
1997,6,232,1,14,22,681311.094,3535073.516,OT,F,,,E,,34,1EB103,,0,,
1997,3,229,1,14,22,681311.094,3535073.516,DM,M,,,,,53,0D4224,,0,,
1995,6,208,1,14,22,681311.094,3535073.516,DM,F,,,,,22,194BE8,*,0,,
1997,2,228,1,14,22,681311.094,3535073.516,DM,M,,,,,47,160,*,0,,
1995,9,212,1,14,22,681311.094,3535073.516,DM,M,,,,,,1F4110,,0,,E
1998,3,240,1,14,22,681311.094,3535073.516,DM,F,,,,,,8112DM,*,0,,
1998,12,250,1,14,22,681311.094,3535073.516,DM,M,,,,,48,448,*,0,,
1997,9,235,1,14,22,681311.094,3535073.516,DM,M,,,,,54,70081E,,0,,
1982,9,62,1,14,22,681311.094,3535073.516,DM,M,,,,,37,3668,,0,,
1980,12,41,1,14,22,681311.094,3535073.516,OT,F,,,,,35,2050,,0,,
1981,6,46,1,14,22,681311.094,3535073.516,NAO,M,J,,,,87,2983,,0,,
1980,7,36,1,14,22,681311.094,3535073.516,NAO,F,J,,,,80,2590,,0,,
1982,11,63,1,14,22,681311.094,3535073.516,DM,M,,,,,39,3668,,0,,
1981,11,52,1,14,22,681311.094,3535073.516,DM,,,,,,,0,,0,,E
1987,6,112,1,14,22,681311.094,3535073.516,OL,M,,,,,31,7634,,0,,
1986,11,105,1,14,22,681311.094,3535073.516,OL,M,J,,,,26,6866,,0,,
1986,12,106,1,14,22,681311.094,3535073.516,OL,M,,,,,35,6401,,0,,
2012,8,408,1,14,21,681304.863,3535073.163,PP,M,,,,,15,,,,,
2011,10,398,1,14,21,681304.863,3535073.163,DM,F,,,,,38,000184,,000185,,
2012,4,404,1,14,21,681304.863,3535073.163,PP,F,,,,,18,1E5500,,,,
2012,1,401,1,14,21,681304.863,3535073.163,PE,F,,,E,P,29,000359,*,000360,*,
2012,7,407,1,14,21,681304.863,3535073.163,DM,M,,,,,40,000673,*,000672,*,
2012,7,407,1,14,21,681304.863,3535073.163,PP,M,,,,,21,,,,,
2011,10,399,1,14,21,681304.863,3535073.163,DM,M,,,,,50,000187,,000188,,
2012,2,402,1,14,21,681304.863,3535073.163,DM,F,,,,,37,000345,*,000346,*,
2012,5,405,1,14,21,681304.863,3535073.163,PP,M,,,,,13,592A77,*,,,
2011,8,396,1,14,21,681304.863,3535073.163,DM,F,,,,,34,000184,*,000185,*,
2004,8,315,1,14,21,681304.863,3535073.163,PP,F,,,,,15,496253,*,0,,
2005,6,324,1,14,21,681304.863,3535073.163,DM,M,,,,,47,5A5362,,0,,
2006,1,332,1,14,21,681304.863,3535073.163,DM,M,,,,,46,286D7D,,0,,
2005,10,328,1,14,21,681304.863,3535073.163,PB,M,,,,,48,684377,,0,,
2005,7,325,1,14,21,681304.863,3535073.163,PB,M,,,,,36,684377,*,0,,
2007,6,349,1,14,21,681304.863,3535073.163,PB,F,,,,,19,0B0740,*,,,
2007,10,353,1,14,21,681304.863,3535073.163,DM,F,,,,,40,3A6A2D,,,,
2007,5,348,1,14,21,681304.863,3535073.163,PP,M,,,,,20,28693C,*,,,
2006,11,342,1,14,21,681304.863,3535073.163,PP,M,,,,,15,0,,0,,D
2003,8,303,1,14,21,681304.863,3535073.163,PP,M,,,,,21,697E23,*,0,,
2003,10,305,1,14,21,681304.863,3535073.163,DM,F,,,,,41,7E5700,,0,,
2003,11,306,1,14,21,681304.863,3535073.163,DM,F,,,,,40,7E5700,,0,,
2003,5,300,1,14,21,681304.863,3535073.163,DM,F,,,,,51,780827,,0,,
1989,10,139,1,14,21,681304.863,3535073.163,DM,M,,,,,53,7322,,0,,
1987,8,114,1,14,21,681304.863,3535073.163,DM,F,,,R,,49,6854,,0,,
1987,10,116,1,14,21,681304.863,3535073.163,PE,M,,,,,25,7026,,0,,
1993,12,190,1,14,21,681304.863,3535073.163,DM,M,,,,,44,1EA0BA,,0,,
1992,7,173,1,14,21,681304.863,3535073.163,DM,F,J,,,,28,2323,,2342,,
1991,7,161,1,14,21,681304.863,3535073.163,RM,,,,,,,0,,0,,E
1990,11,153,1,14,21,681304.863,3535073.163,DM,M,,,,,44,1034,,0,,
1991,1,155,1,14,21,681304.863,3535073.163,DM,F,,,,,38,1411,,0,,
1994,2,192,1,14,21,681304.863,3535073.163,DM,M,,,,,41,1EA0BA,,0,,
1991,2,156,1,14,21,681304.863,3535073.163,DM,M,,,,,39,1141,,0,,
2008,4,359,1,14,21,681304.863,3535073.163,DM,M,,,,,55,121255,,,,
2008,1,356,1,14,21,681304.863,3535073.163,DO,F,,,,,50,291C3E,,,,
2002,7,290,1,14,21,681304.863,3535073.163,DM,F,,,B,,41,4F3743,,0,,
1997,5,231,1,14,21,681304.863,3535073.163,PE,M,,,,,18,2819,*,0,,
1997,2,228,1,14,21,681304.863,3535073.163,RM,M,,,,,12,282,*,,,
1995,9,212,1,14,21,681304.863,3535073.163,PF,F,,,,,,0,,0,,E
1996,10,225,1,14,21,681304.863,3535073.163,DM,M,,,,,45,70081E,,0,,
1995,8,211,1,14,21,681304.863,3535073.163,PF,M,,,,,10,0,*,0,,
1997,4,230,1,14,21,681304.863,3535073.163,DM,F,,,E,,46,2751,*,0,,
1996,6,221,1,14,21,681304.863,3535073.163,PF,M,,,,,7,703D68,*,0,,
1998,2,239,1,14,21,681304.863,3535073.163,DM,M,,,,,49,2575,,0,,
1998,10,248,1,14,21,681304.863,3535073.163,DM,F,,,,,45,200,*,0,,
1982,4,57,1,14,21,681304.863,3535073.163,DM,M,,,,,53,3417,,0,,
1983,2,65,1,14,21,681304.863,3535073.163,DM,F,,,,,43,4985,,0,,
1978,7,13,1,14,21,681304.863,3535073.163,NAO,M,,,,,113,1461,,0,,
1982,1,54,1,14,21,681304.863,3535073.163,DM,M,,,,,44,4984,,0,,
1981,8,49,1,14,21,681304.863,3535073.163,DM,F,,,,,42,2959,,0,,
1982,7,60,1,14,21,681304.863,3535073.163,DM,M,,,,,55,3417,,0,,
1978,6,12,1,14,21,681304.863,3535073.163,DM,M,,,,,46,4380,,0,,
1984,9,83,1,14,21,681304.863,3535073.163,DM,F,,,,,42,5396,,0,,
1986,5,99,1,14,21,681304.863,3535073.163,DM,F,J,,,,39,6375,,0,,
1986,4,98,1,14,21,681304.863,3535073.163,DM,F,,,,,39,6375,,0,,
1986,3,97,1,14,21,681304.863,3535073.163,OL,M,,,,,37,6227,,0,,
1983,12,75,1,14,21,681304.863,3535073.163,OL,M,,,,,46,5157,,0,,
1985,3,88,1,14,21,681304.863,3535073.163,DM,F,,,R,,42,5773,,0,,
2012,8,408,1,14,31,681305.016,3535066.879,DM,M,,,,,43,000673,,000672,,
2011,5,393,1,14,31,681305.016,3535066.879,PP,F,,,,,14,380700,,,,
2012,9,409,1,14,31,681305.016,3535066.879,DM,M,,,,,43,000673,,000672,,
2012,7,407,1,14,31,681305.016,3535066.879,DM,F,,,B,,46,000458,,000457,,
2011,5,394,1,14,31,681305.016,3535066.879,PP,F,,,E,,17,380700,,,,
2005,8,326,1,14,31,681305.016,3535066.879,PP,M,,,,,14,4A0654,*,0,,
2006,6,337,1,14,31,681305.016,3535066.879,PP,M,,,,,20,23020C,,0,,
2005,5,323,1,14,31,681305.016,3535066.879,DO,M,,,,,57,543762,,0,,
2005,9,327,1,14,31,681305.016,3535066.879,PP,F,,,,,18,6D0D7E,*,0,,
2006,1,331,1,14,31,681305.016,3535066.879,DM,M,,,,,48,3E4603,,,,
2004,10,317,1,14,31,681305.016,3535066.879,DM,M,,,,,50,347C60,,0,,
2007,4,347,1,14,31,681305.016,3535066.879,PP,F,,,,,,520419,*,,,
2006,11,342,1,14,31,681305.016,3535066.879,DM,F,,S,B,,45,5D1B03,,0,,
2007,6,349,1,14,31,681305.016,3535066.879,PB,F,,,,,28,6C485A,*,,,
2003,3,297,1,14,31,681305.016,3535066.879,DM,F,,,,P,60,780827,,0,,
2003,3,298,1,14,31,681305.016,3535066.879,DM,M,,,,,46,710D0B,,0,,
2003,6,301,1,14,31,681305.016,3535066.879,DM,F,,,E,,43,7E5700,,0,,
2003,10,305,1,14,31,681305.016,3535066.879,DM,M,,,,,45,184108,,0,,
2002,12,294,1,14,31,681305.016,3535066.879,DM,M,,,,,50,184108,,0,,
2002,12,295,1,14,31,681305.016,3535066.879,DM,F,,,E,,43,4F3743,,0,,
2003,5,299,1,14,31,681305.016,3535066.879,DM,F,,,E,,46,780827,,0,,
2004,5,312,1,14,31,681305.016,3535066.879,DO,F,,,B,,59,690F6D,,0,,
2002,11,293,1,14,31,681305.016,3535066.879,DM,M,,,,,50,184108,,0,,
1988,11,128,1,14,31,681305.016,3535066.879,RM,F,,,E,,12,7468,,0,,
1988,10,127,1,14,31,681305.016,3535066.879,DM,M,,,,,39,7322,,0,,
1989,7,136,1,14,31,681305.016,3535066.879,DM,M,,,,,41,7322,,0,,
1990,6,148,1,14,31,681305.016,3535066.879,DM,F,,,E,,43,8961,,0,,
1987,10,116,1,14,31,681305.016,3535066.879,OL,M,,,,,30,7002,,0,,
1990,5,147,1,14,31,681305.016,3535066.879,DM,F,,,E,,41,8961,,0,,
1992,9,176,1,14,31,681305.016,3535066.879,DM,M,,,,,40,0,,0,,
1990,8,150,1,14,31,681305.016,3535066.879,DM,M,J,,,,27,1346,,0,,
1993,8,186,1,14,31,681305.016,3535066.879,DM,M,,,,,45,1EA0BA,*,0,,
1990,7,149,1,14,31,681305.016,3535066.879,DM,F,,,E,,40,8961,,0,,
1991,3,157,1,14,31,681305.016,3535066.879,DM,M,,,,,51,1531,,0,,
1992,7,173,1,14,31,681305.016,3535066.879,DM,M,,,,,38,2213,,0,,
1992,1,167,1,14,31,681305.016,3535066.879,OL,M,,,,,24,1953,,0,,
1994,11,201,1,14,31,681305.016,3535066.879,DM,M,,,,,45,144E5F,,0,,
2008,7,363,1,14,31,681305.016,3535066.879,DM,F,,,,,42,1F7B53,,,,
2008,5,360,1,14,31,681305.016,3535066.879,DM,F,,,E,,41,3A6A2D,,,,
2007,12,355,1,14,31,681305.016,3535066.879,DM,F,,,,,45,3A6A2D,,,,
2009,5,373,1,14,31,681305.016,3535066.879,DM,M,J,,,,25,25075D,*,,,
2008,1,356,1,14,31,681305.016,3535066.879,DM,F,,,,,43,3A6A2D,,,,
2008,3,358,1,14,31,681305.016,3535066.879,DM,M,,,,,53,121255,,,,
2008,9,365,1,14,31,681305.016,3535066.879,DM,F,,,E,,45,224272,,,,
2007,11,354,1,14,31,681305.016,3535066.879,DM,F,,,,,42,3A6A2D,,,,
2008,2,357,1,14,31,681305.016,3535066.879,DM,,,,,,,,,,,E
2002,6,289,1,14,31,681305.016,3535066.879,DM,M,,,,,46,184108,,0,,
2001,4,275,1,14,31,681305.016,3535066.879,DM,M,,,,,56,2D2E2D,,0,,
2002,5,288,1,14,31,681305.016,3535066.879,DM,M,,,,,48,717,*,0,,
2001,8,279,1,14,31,681305.016,3535066.879,DM,F,,,E,,44,8012DM,,0,,
2002,10,292,1,14,31,681305.016,3535066.879,DM,F,,S,E,,43,4F3743,,0,,
2000,9,269,1,14,31,681305.016,3535066.879,OT,F,,,,,35,564,,0,,
1996,8,223,1,14,31,681305.016,3535066.879,DM,M,,,,,45,70081E,,0,,
1996,3,218,1,14,31,681305.016,3535066.879,DM,M,,,,,51,1455B0,,0,,
1996,4,219,1,14,31,681305.016,3535066.879,DM,M,,,,,50,1F4110,,0,,
1995,9,212,1,14,31,681305.016,3535066.879,DM,F,,S,B,,51,145BB2,,0,,
2000,4,264,1,14,31,681305.016,3535066.879,DM,M,,,,,44,622,*,0,,
1998,8,246,1,14,31,681305.016,3535066.879,DM,F,,,B,,42,6012DM,,0,,
1999,1,251,1,14,31,681305.016,3535066.879,DM,F,,,,,44,200,,0,,
1997,10,236,1,14,31,681305.016,3535066.879,DM,M,,,,,50,70081E,,0,,
1998,7,245,1,14,31,681305.016,3535066.879,DM,F,,S,,,31,91,*,0,,
1999,5,255,1,14,31,681305.016,3535066.879,DM,M,J,,,,21,525,*,0,,
1998,9,247,1,14,31,681305.016,3535066.879,PP,M,J,,,,11,5151PP,*,0,,
1980,6,35,1,14,31,681305.016,3535066.879,DM,F,,,,,48,4541,,0,,
1983,4,67,1,14,31,681305.016,3535066.879,DM,M,,,,,48,3226,,0,,
1982,2,55,1,14,31,681305.016,3535066.879,DM,M,,,,,49,4984,,0,,
1981,10,51,1,14,31,681305.016,3535066.879,DM,F,,,,,45,2959,,0,,
1981,11,52,1,14,31,681305.016,3535066.879,DM,M,,,,,47,2740,,0,,
1982,3,56,1,14,31,681305.016,3535066.879,DM,F,,,,,48,4985,,0,,
1979,2,20,1,14,31,681305.016,3535066.879,DM,F,,,,,43,4541,,1609,,
1981,6,46,1,14,31,681305.016,3535066.879,DM,F,,,,,49,4541,,0,,
1982,6,59,1,14,31,681305.016,3535066.879,DM,M,,,,,53,3417,,0,,
1979,10,28,1,14,31,681305.016,3535066.879,DM,M,,,,,,1739,,0,,E
1980,4,33,1,14,31,681305.016,3535066.879,DM,F,,,B,,51,4541,,0,,
1986,9,103,1,14,31,681305.016,3535066.879,DM,F,,,E,,46,6375,,0,,
1983,5,68,1,14,31,681305.016,3535066.879,DM,M,,,,,49,3226,,0,,
1984,3,77,1,14,31,681305.016,3535066.879,DO,M,,,,,54,5332,,0,,
1984,2,76,1,14,31,681305.016,3535066.879,DM,M,,,,,46,4910,,0,,
1983,7,70,1,14,31,681305.016,3535066.879,NAO,M,,,,,98,5272,,0,,
2012,1,401,1,14,32,681311.243,3535067.325,DM,M,,,,,53,000363,*,000364,*,
2010,3,383,1,14,32,681311.243,3535067.325,DM,M,,,,,45,25075D,,,,
2012,7,407,1,14,32,681311.243,3535067.325,PP,M,,,,,17,,,,,
2012,5,405,1,14,32,681311.243,3535067.325,DM,F,,,,,37,000481,*,000479,*,
2012,6,406,1,14,32,681311.243,3535067.325,PP,M,,,,,14,1B483F,,,,
2012,3,403,1,14,32,681311.243,3535067.325,PP,M,,,,,21,08155E,,,,
2012,4,404,1,14,32,681311.243,3535067.325,DM,M,,,,,46,000460,*,000225,,
2012,8,408,1,14,32,681311.243,3535067.325,DM,F,,,,,34,000602,,000603,,
2004,10,317,1,14,32,681311.243,3535067.325,PP,M,,,,,16,397469,,0,,
2006,3,333,1,14,32,681311.243,3535067.325,OT,F,,,,,18,585242,,0,,
2006,10,341,1,14,32,681311.243,3535067.325,DM,F,,,E,P,43,3A6A2D,,0,,
2005,5,323,1,14,32,681311.243,3535067.325,DO,F,,,B,,52,056D41,*,0,,
2006,4,335,1,14,32,681311.243,3535067.325,PB,F,,,,,26,23512E,,0,,
2005,4,322,1,14,32,681311.243,3535067.325,DO,F,,S,,,43,556652,*,0,,
2007,2,345,1,14,32,681311.243,3535067.325,PB,M,,,,,37,0017T,*,,,
2007,6,349,1,14,32,681311.243,3535067.325,DM,M,,,,,48,0A2762,,,,
2006,12,343,1,14,32,681311.243,3535067.325,DM,,J,,,,,,,,,
2006,12,343,1,14,32,681311.243,3535067.325,DM,F,,S,,,45,3A6A2D,,0,,
2007,10,353,1,14,32,681311.243,3535067.325,PB,M,,,,,38,511C58,,,,
2006,12,343,1,14,32,681311.243,3535067.325,DM,,J,,,,,,,,,
2007,5,348,1,14,32,681311.243,3535067.325,DM,F,,,E,,48,3A6A2D,,,,
2003,5,299,1,14,32,681311.243,3535067.325,OT,M,,,,,24,0B4232,,0,,
2004,7,314,1,14,32,681311.243,3535067.325,DM,M,,,,,43,505E49,,0,,
2003,5,300,1,14,32,681311.243,3535067.325,PP,M,,,,,15,14004,*,0,,
2003,7,302,1,14,32,681311.243,3535067.325,DM,M,,,,,40,184108,,0,,
1989,7,137,1,14,32,681311.243,3535067.325,DM,M,,,,,52,7322,,0,,
1990,4,146,1,14,32,681311.243,3535067.325,DM,,,,,,,0,,0,,
1988,3,120,1,14,32,681311.243,3535067.325,DM,M,,,,,56,7761,,0,,
1989,1,130,1,14,32,681311.243,3535067.325,DM,M,,,,,43,7322,,0,,
1988,12,129,1,14,32,681311.243,3535067.325,DM,M,,,,,48,7322,,0,,
1988,6,123,1,14,32,681311.243,3535067.325,NAO,M,,,,,100,7831,,0,,
1989,12,141,1,14,32,681311.243,3535067.325,DM,M,,,,,51,7322,,0,,
1990,2,144,1,14,32,681311.243,3535067.325,DM,M,,,,,54,7322,,0,,
1992,12,178,1,14,32,681311.243,3535067.325,DM,F,,,,,42,1952,,0,,
1991,3,157,1,14,32,681311.243,3535067.325,DM,M,,,,,47,1530,,0,,
1990,9,151,1,14,32,681311.243,3535067.325,DM,M,,,,,40,1346,,0,,
1992,10,177,1,14,32,681311.243,3535067.325,DM,F,,,,,39,1952,,0,,
1992,1,167,1,14,32,681311.243,3535067.325,DM,M,,,,,41,1951,,1938,,
